User ID,Subscription Type,Monthly Revenue (USD),Join Date,Last Payment Date,Device
299,Premium,10,30-10-22,27-06-23,Smartphone
300,Basic,11,30-10-22,28-06-23,Laptop
301,Basic,10,27-09-22,24-06-23,Laptop
302,Premium,11,14-09-22,27-06-23,Tablet
303,Standard,12,11/06/22,26-06-23,Tablet
304,Standard,12,11/06/22,29-06-23,Smartphone
305,Basic,13,24-05-22,26-06-23,Smart TV
306,Premium,13,06/07/22,27-06-23,Tablet
307,Standard,11,08/07/22,28-06-23,Smart TV
308,Basic,13,27-10-22,27-06-23,Smart TV
309,Standard,11,09/08/22,28-06-23,Smartphone
310,Premium,15,14-06-22,26-06-23,Smartphone
311,Basic,15,07/06/22,27-06-23,Smartphone
312,Premium,12,27-05-22,26-06-23,Laptop
313,Standard,13,27-05-22,27-06-23,Laptop
314,Basic,10,21-04-22,26-06-23,Laptop
315,Standard,15,28-04-22,27-06-23,Smart TV
316,Premium,12,27-05-22,25-06-23,Laptop
317,Basic,15,25-08-22,28-06-23,Tablet
318,Standard,10,02/09/22,27-06-23,Laptop
319,Premium,14,22-08-22,26-06-23,Smartphone
320,Basic,15,02/08/22,27-06-23,Laptop
321,Premium,12,22-06-22,27-06-23,Smartphone
322,Basic,15,04/06/22,27-06-23,Smartphone
323,Standard,14,31-05-22,26-06-23,Smartphone
324,Standard,15,22-05-22,27-06-23,Tablet
325,Basic,13,29-05-22,27-06-23,Tablet
326,Premium,11,11/06/22,27-06-23,Smartphone
327,Basic,12,06/07/22,26-06-23,Smartphone
328,Standard,12,26-07-22,27-06-23,Tablet
329,Premium,11,22-07-22,25-06-23,Smart TV
330,Basic,10,06/07/22,26-06-23,Smart TV
331,Premium,14,08/07/22,26-06-23,Tablet
332,Basic,14,22-07-22,26-06-23,Tablet
333,Standard,15,24-07-22,27-06-23,Smart TV
334,Standard,11,28-07-22,28-06-23,Smart TV
335,Basic,10,11/08/22,25-06-23,Tablet
336,Premium,12,02/09/22,26-06-23,Laptop
337,Basic,13,11/10/22,27-06-23,Laptop
338,Standard,12,15-10-22,27-06-23,Tablet
339,Premium,13,05/10/22,25-06-23,Laptop
340,Basic,14,13-09-22,25-06-23,Smartphone
341,Premium,13,24-08-22,26-06-23,Laptop
342,Basic,11,09/08/22,26-06-23,Laptop
343,Standard,13,06/08/22,25-06-23,Smart TV
344,Standard,13,07/08/22,26-06-23,Smartphone
345,Basic,10,08/08/22,25-06-23,Smart TV
346,Premium,15,31-08-22,26-06-23,Tablet
347,Basic,14,21-09-22,28-06-23,Smartphone
348,Standard,14,05/10/22,26-06-23,Smart TV
349,Premium,14,02/11/22,26-06-23,Smartphone
350,Basic,10,02/11/22,28-06-23,Smartphone
351,Premium,11,02/11/22,28-06-23,Smart TV
352,Basic,10,20-09-22,26-06-23,Laptop
353,Standard,14,10/08/22,26-06-23,Smartphone
354,Standard,10,16-08-22,28-06-23,Laptop
355,Basic,15,12/10/22,27-06-23,Tablet
356,Premium,11,14-10-22,30-06-23,Smart TV
357,Basic,15,18-10-22,26-06-23,Smartphone
358,Standard,12,11/11/22,28-06-23,Smart TV
359,Premium,11,20-11-22,26-06-23,Smartphone
360,Basic,15,21-11-22,30-06-23,Tablet
361,Premium,12,25-11-22,28-06-23,Laptop
362,Basic,11,08/12/22,27-06-23,Laptop
363,Standard,12,01/11/22,25-06-23,Smart TV
364,Standard,14,12/10/22,29-06-23,Smart TV
365,Basic,11,13-10-22,27-06-23,Laptop
366,Premium,12,17-10-22,29-06-23,Smart TV
367,Basic,13,23-10-22,25-06-23,Laptop
368,Standard,13,24-10-22,28-06-23,Smartphone
369,Premium,12,25-10-22,27-06-23,Smartphone
370,Basic,11,22-10-22,29-06-23,Smartphone
371,Basic,11,30-09-22,25-06-23,Tablet
372,Basic,11,06/09/22,27-06-23,Tablet
373,Standard,10,18-06-22,26-06-23,Tablet
374,Premium,10,12/06/22,28-06-23,Laptop
375,Basic,14,17-06-22,28-06-23,Laptop
376,Basic,12,20-06-22,27-06-23,Smartphone
377,Premium,12,27-08-22,28-06-23,Laptop
378,Standard,14,13-08-22,27-06-23,Laptop
379,Standard,10,12/08/22,28-06-23,Smart TV
380,Basic,15,05/08/22,27-06-23,Smart TV
381,Premium,10,14-07-22,27-06-23,Laptop
382,Standard,10,07/06/22,26-06-23,Smart TV
383,Basic,10,01/06/22,27-06-23,Smart TV
384,Standard,10,19-05-22,28-06-23,Smartphone
385,Premium,15,22-05-22,27-06-23,Smartphone
386,Basic,14,11/07/22,26-06-23,Tablet
387,Premium,11,19-07-22,28-06-23,Tablet
388,Standard,12,21-07-22,28-06-23,Laptop
389,Basic,14,02/08/22,26-06-23,Smart TV
390,Standard,13,03/07/22,28-06-23,Laptop
391,Premium,13,23-06-22,27-06-23,Laptop
392,Basic,15,03/06/22,28-06-23,Smart TV
393,Standard,10,03/06/22,26-06-23,Tablet
394,Premium,14,30-05-22,27-06-23,Tablet
395,Basic,12,05/06/22,26-06-23,Laptop
396,Premium,14,10/06/22,27-06-23,Smartphone
397,Basic,11,14-07-22,26-06-23,Smartphone
398,Standard,13,15-07-22,27-06-23,Tablet
399,Standard,12,14-07-22,25-06-23,Smartphone
400,Basic,14,13-07-22,27-06-23,Laptop
401,Premium,12,17-07-22,26-06-23,Laptop
402,Basic,14,21-07-22,26-06-23,Smartphone
403,Standard,13,23-07-22,28-06-23,Smartphone
404,Premium,13,01/08/22,28-06-23,Smartphone
405,Basic,13,06/08/22,26-06-23,Tablet
406,Premium,12,19-08-22,26-06-23,Smartphone
407,Basic,12,26-08-22,27-06-23,Tablet
408,Standard,13,27-09-22,27-06-23,Tablet
409,Standard,14,15-09-22,25-06-23,Smartphone
410,Basic,15,02/09/22,25-06-23,Smart TV
411,Premium,14,03/09/22,26-06-23,Tablet
412,Basic,12,03/09/22,26-06-23,Laptop
413,Standard,13,24-08-22,26-06-23,Smartphone
414,Premium,14,21-08-22,27-06-23,Laptop
415,Basic,13,23-08-22,25-06-23,Smartphone
416,Premium,10,02/09/22,26-06-23,Tablet
417,Basic,14,21-09-22,29-06-23,Smart TV
418,Standard,14,21-10-22,27-06-23,Smart TV
419,Standard,11,30-10-22,27-06-23,Laptop
420,Basic,10,02/11/22,28-06-23,Laptop
421,Premium,14,16-10-22,28-06-23,Tablet
422,Basic,14,15-09-22,29-06-23,Tablet
423,Standard,15,12/09/22,27-06-23,Smartphone
424,Premium,12,18-09-22,29-06-23,Tablet
425,Basic,13,04/10/22,27-06-23,Tablet
426,Premium,15,05/10/22,30-06-23,Laptop
427,Basic,11,06/11/22,26-06-23,Smart TV
428,Standard,12,17-11-22,28-06-23,Smartphone
429,Standard,14,18-11-22,26-06-23,Laptop
430,Basic,14,22-11-22,30-06-23,Smart TV
431,Premium,15,04/12/22,28-06-23,Smart TV
432,Basic,12,19-11-22,30-06-23,Smart TV
433,Standard,11,06/11/22,25-06-23,Smartphone
434,Premium,12,15-10-22,29-06-23,Laptop
435,Basic,11,17-10-22,28-06-23,Smart TV
436,Premium,11,19-10-22,29-06-23,Smartphone
437,Basic,13,23-10-22,25-06-23,Smart TV
438,Standard,12,24-10-22,28-06-23,Smart TV
439,Standard,12,23-10-22,27-06-23,Smart TV
440,Basic,11,10/10/22,29-06-23,Tablet
441,Premium,13,05/10/22,28-06-23,Laptop
442,Basic,12,01/07/22,27-06-23,Laptop
443,Standard,10,01/07/22,27-06-23,Smart TV
444,Premium,10,25-06-22,28-06-23,Smartphone
445,Basic,12,24-06-22,28-06-23,Tablet
446,Basic,14,28-06-22,28-06-23,Smartphone
447,Basic,15,11/08/22,28-06-23,Laptop
448,Standard,14,12/08/22,27-06-23,Tablet
449,Premium,10,07/08/22,28-06-23,Laptop
450,Basic,14,06/08/22,27-06-23,Laptop
451,Basic,12,18-07-22,28-06-23,Laptop
452,Premium,12,16-06-22,26-06-23,Laptop
453,Standard,11,30-05-22,28-06-23,Tablet
454,Standard,15,28-05-22,28-06-23,Tablet
455,Basic,11,31-05-22,27-06-23,Smart TV
456,Premium,14,04/06/22,27-06-23,Tablet
457,Standard,14,29-06-22,28-06-23,Smart TV
458,Basic,10,24-07-22,28-06-23,Tablet
459,Standard,10,19-07-22,27-06-23,Tablet
460,Premium,10,30-06-22,28-06-23,Smart TV
461,Basic,11,16-06-22,27-06-23,Smart TV
462,Premium,15,10/06/22,28-06-23,Smartphone
463,Standard,11,01/06/22,26-06-23,Smart TV
464,Basic,13,03/06/22,28-06-23,Laptop
465,Standard,11,05/06/22,26-06-23,Laptop
466,Premium,10,07/06/22,27-06-23,Laptop
467,Basic,10,22-06-22,26-06-23,Laptop
468,Standard,11,28-06-22,27-06-23,Smart TV
469,Premium,12,29-06-22,29-06-23,Tablet
470,Basic,15,03/07/22,28-06-23,Tablet
471,Premium,15,08/07/22,27-06-23,Tablet
472,Basic,10,13-07-22,27-06-23,Tablet
473,Standard,10,27-07-22,28-06-23,Smartphone
474,Standard,14,30-07-22,28-06-23,Smartphone
475,Basic,11,13-08-22,26-06-23,Smart TV
476,Premium,14,18-08-22,26-06-23,Laptop
477,Basic,10,24-08-22,27-06-23,Laptop
478,Standard,10,08/09/22,27-06-23,Laptop
479,Premium,13,04/09/22,27-06-23,Smartphone
480,Basic,15,04/09/22,27-06-23,Laptop
481,Premium,12,04/09/22,26-06-23,Smart TV
482,Basic,11,27-08-22,27-06-23,Smart TV
483,Standard,14,25-08-22,27-06-23,Smart TV
484,Standard,13,25-08-22,28-06-23,Smartphone
485,Basic,14,01/09/22,28-06-23,Tablet
486,Premium,15,13-09-22,26-06-23,Laptop
487,Basic,15,05/10/22,29-06-23,Smart TV
488,Standard,11,08/10/22,28-06-23,Smart TV
489,Premium,11,26-10-22,28-06-23,Tablet
490,Basic,12,18-10-22,29-06-23,Smart TV
491,Premium,12,07/10/22,28-06-23,Smartphone
492,Basic,10,17-09-22,30-06-23,Tablet
493,Standard,11,18-09-22,27-06-23,Smartphone
494,Standard,14,27-09-22,29-06-23,Smart TV
495,Basic,13,30-09-22,27-06-23,Smartphone
496,Premium,10,30-10-22,30-06-23,Laptop
497,Basic,11,09/11/22,29-06-23,Smartphone
498,Standard,11,17-11-22,28-06-23,Smartphone
499,Premium,10,18-11-22,26-06-23,Laptop
500,Basic,15,22-11-22,30-06-23,Laptop
501,Premium,14,22-11-22,28-06-23,Smartphone
502,Basic,13,21-11-22,30-06-23,Smartphone
503,Standard,14,10/11/22,26-06-23,Tablet
504,Standard,12,21-10-22,29-06-23,Laptop
505,Basic,11,21-10-22,28-06-23,Smartphone
506,Premium,14,23-10-22,29-06-23,Smart TV
507,Basic,15,24-10-22,26-06-23,Tablet
508,Standard,12,23-10-22,28-06-23,Tablet
509,Premium,10,21-10-22,28-06-23,Smartphone
510,Basic,15,06/10/22,29-06-23,Tablet
511,Premium,11,26-07-22,28-06-23,Smart TV
512,Basic,15,13-07-22,28-06-23,Tablet
513,Standard,10,06/07/22,28-06-23,Tablet
514,Standard,14,07/07/22,28-06-23,Tablet
515,Basic,15,01/07/22,29-06-23,Laptop
516,Premium,14,31-07-22,28-06-23,Smart TV
517,Basic,12,06/08/22,28-06-23,Smart TV
518,Standard,15,07/08/22,27-06-23,Tablet
519,Premium,10,06/08/22,28-06-23,Smartphone
520,Basic,13,03/08/22,28-06-23,Smart TV
521,Basic,15,18-06-22,28-06-23,Smart TV
522,Basic,14,17-06-22,27-06-23,Tablet
523,Standard,13,07/06/22,29-06-23,Smartphone
524,Premium,15,06/06/22,28-06-23,Tablet
525,Basic,14,04/06/22,27-06-23,Tablet
526,Basic,11,20-06-22,28-06-23,Laptop
527,Premium,10,10/07/22,28-06-23,Tablet
528,Standard,13,13-07-22,29-06-23,Smartphone
529,Standard,11,07/07/22,27-06-23,Laptop
530,Basic,14,22-06-22,28-06-23,Smart TV
531,Premium,14,15-06-22,27-06-23,Laptop
532,Standard,11,03/06/22,28-06-23,Laptop
533,Basic,14,04/06/22,27-06-23,Smartphone
534,Standard,11,05/06/22,28-06-23,Smart TV
535,Premium,15,07/06/22,29-06-23,Laptop
536,Basic,10,14-06-22,29-06-23,Smart TV
537,Premium,10,17-06-22,27-06-23,Smartphone
538,Standard,14,19-06-22,28-06-23,Tablet
539,Basic,12,02/07/22,29-06-23,Tablet
540,Standard,10,03/07/22,29-06-23,Smartphone
541,Premium,10,13-07-22,27-06-23,Smart TV
542,Basic,14,26-07-22,27-06-23,Smartphone
543,Standard,11,27-07-22,28-06-23,Smartphone
544,Premium,14,08/08/22,28-06-23,Tablet
545,Basic,14,17-08-22,27-06-23,Smart TV
546,Premium,10,20-08-22,26-06-23,Smart TV
